a=	+0.999050	b=	+1.000000	n=	+20	r=	+3.500000
x	g(x)	g'(x)	g''(x)
+0.999444	+0.998333	+2.997588	-7.431351
+0.999445	+0.998336	+2.997580	-7.510911
+0.999446	+0.998339	+2.997573	-7.590470
+0.999447	+0.998342	+2.997565	-7.670029
+0.999448	+0.998345	+2.997557	-7.749588
+0.999449	+0.998348	+2.997549	-7.829147
+0.999450	+0.998351	+2.997542	-7.908706
+0.999451	+0.998354	+2.997534	-7.988265
+0.999452	+0.998357	+2.997526	-8.067825
+0.999453	+0.998360	+2.997518	-8.147384
+0.999454	+0.998363	+2.997509	-8.226943
+0.999455	+0.998366	+2.997501	-8.306502
+0.999456	+0.998369	+2.997493	-8.386061
+0.999457	+0.998372	+2.997484	-8.465620
+0.999458	+0.998375	+2.997476	-8.545180
+0.999459	+0.998378	+2.997467	-8.624739
+0.999460	+0.998381	+2.997459	-8.704298
+0.999461	+0.998384	+2.997450	-8.783857
+0.999462	+0.998387	+2.997441	-8.863416
+0.999463	+0.998390	+2.997432	-8.942975
+0.999464	+0.998393	+2.997423	-9.022534
+0.999465	+0.998396	+2.997414	-9.102094
+0.999466	+0.998399	+2.997405	-9.181653
+0.999467	+0.998402	+2.997396	-9.261212
+0.999468	+0.998405	+2.997386	-9.340771
+0.999469	+0.998408	+2.997377	-9.420330
+0.999470	+0.998411	+2.997368	-9.499889
+0.999471	+0.998414	+2.997358	-9.579448
+0.999472	+0.998417	+2.997348	-9.659008
+0.999473	+0.998420	+2.997339	-9.738567
+0.999474	+0.998423	+2.997329	-9.818126
+0.999475	+0.998426	+2.997319	-9.897685
+0.999476	+0.998429	+2.997309	-9.977244
+0.999477	+0.998432	+2.997299	-10.056803
+0.999478	+0.998435	+2.997289	-10.136362
+0.999479	+0.998438	+2.997279	-10.215922
+0.999480	+0.998441	+2.997269	-10.295481
+0.999481	+0.998444	+2.997258	-10.375040
+0.999482	+0.998447	+2.997248	-10.454599
+0.999483	+0.998450	+2.997237	-10.534158
+0.999484	+0.998453	+2.997227	-10.613717
+0.999485	+0.998456	+2.997216	-10.693277
+0.999486	+0.998459	+2.997205	-10.772836
+0.999487	+0.998462	+2.997195	-10.852395
+0.999488	+0.998465	+2.997184	-10.931954
+0.999489	+0.998468	+2.997173	-11.011513
+0.999490	+0.998471	+2.997162	-11.091072
+0.999491	+0.998474	+2.997150	-11.170631
+0.999492	+0.998477	+2.997139	-11.250191
+0.999493	+0.998480	+2.997128	-11.329750
+0.999494	+0.998483	+2.997117	-11.409309
+0.999495	+0.998486	+2.997105	-11.488868
+0.999496	+0.998489	+2.997094	-11.568427
+0.999497	+0.998492	+2.997082	-11.647986
+0.999498	+0.998495	+2.997070	-11.727545
+0.999499	+0.998498	+2.997059	-11.807105
+0.999500	+0.998501	+2.997047	-11.886664
+0.999501	+0.998504	+2.997035	-11.966223
+0.999502	+0.998507	+2.997023	-12.045782
+0.999503	+0.998510	+2.997011	-12.125341
+0.999504	+0.998513	+2.996999	-12.204900
+0.999505	+0.998516	+2.996986	-12.284459
+0.999506	+0.998519	+2.996974	-12.364019
+0.999507	+0.998522	+2.996962	-12.443578
+0.999508	+0.998525	+2.996949	-12.523137
+0.999509	+0.998528	+2.996937	-12.602696
+0.999510	+0.998531	+2.996924	-12.682255
+0.999511	+0.998534	+2.996911	-12.761814
+0.999512	+0.998537	+2.996898	-12.841374
+0.999513	+0.998540	+2.996885	-12.920933
+0.999514	+0.998543	+2.996873	-13.000492
+0.999515	+0.998546	+2.996859	-13.080051
+0.999516	+0.998549	+2.996846	-13.159610
+0.999517	+0.998552	+2.996833	-13.239169
+0.999518	+0.998555	+2.996820	-13.318728
+0.999519	+0.998558	+2.996807	-13.398288
+0.999520	+0.998561	+2.996793	-13.477847
+0.999521	+0.998564	+2.996780	-13.557406
+0.999522	+0.998567	+2.996766	-13.636965
+0.999523	+0.998570	+2.996752	-13.716524
+0.999524	+0.998573	+2.996739	-13.796083
+0.999525	+0.998576	+2.996725	-13.875642
+0.999526	+0.998579	+2.996711	-13.955202
+0.999527	+0.998582	+2.996697	-14.034761
+0.999528	+0.998585	+2.996683	-14.114320
+0.999529	+0.998588	+2.996669	-14.193879
+0.999530	+0.998591	+2.996654	-14.273438
+0.999531	+0.998594	+2.996640	-14.352997
+0.999532	+0.998597	+2.996626	-14.432556
+0.999533	+0.998600	+2.996611	-14.512116
+0.999534	+0.998603	+2.996597	-14.591675
+0.999535	+0.998606	+2.996582	-14.671234
+0.999536	+0.998609	+2.996567	-14.750793
+0.999537	+0.998612	+2.996552	-14.830352
+0.999538	+0.998615	+2.996538	-14.909911
+0.999539	+0.998618	+2.996523	-14.989471
+0.999540	+0.998621	+2.996508	-15.069030
+0.999541	+0.998624	+2.996493	-15.148589
+0.999542	+0.998627	+2.996477	-15.228148
+0.999543	+0.998630	+2.996462	-15.307707
+0.999544	+0.998633	+2.996447	-15.387266
+0.999545	+0.998636	+2.996431	-15.466825
+0.999546	+0.998639	+2.996416	-15.546385
+0.999547	+0.998642	+2.996400	-15.625944
